Buzen,豊前市,Fukuoka
Nakagawa,那珂川市,Fukuoka
Nakama,中間市,Fukuoka
Kitakyushu,北九州市,Fukuoka
Ogōri,小郡市,Fukuoka
Chikushino,筑紫野市,Fukuoka
Kasuga,春日市,Fukuoka
Ōnojō,大野城市,Fukuoka
Munakata,宗像市,Fukuoka
Dazaifu,太宰府市,Fukuoka
Koga,古賀市,Fukuoka
Fukutsu,福津市,Fukuoka
Ukiha,うきは市,Fukuoka
Miyawaka,宮若市,Fukuoka
Asakura,朝倉市,Fukuoka
Iizuka,飯塚市,Fukuoka
Kama,嘉麻市,Fukuoka
Miyama,みやま市,Fukuoka
Itoshima,糸島市,Fukuoka
Aizuwakamatsu,会津若松市,Fukushima
Fukushima,福島市,Fukushima
Kōriyama,郡山市,Fukushima
Sukagawa,須賀川市,Fukushima
Sōma,相馬市,Fukushima
Iwaki,いわき市,Fukushima
Tamura,田村市,Fukushima
Shirakawa,白河市,Fukushima
Nihonmatsu,二本松市,Fukushima
Minamisōma,南相馬市,Fukushima
Date,伊達市,Fukushima
Kitakata,喜多方市,Fukushima
Motomiya,本宮市,Fukushima
Gifu,岐阜市,Gifu
Ōgaki,大垣市,Gifu
Takayama,高山市,Gifu
Tajimi,多治見市,Gifu
Seki,関市,Gifu
Nakatsugawa,中津川市,Gifu
Mino,美濃市,Gifu
Mizunami,瑞浪市,Gifu
Hashima,羽島市,Gifu
Minokamo,美濃加茂市,Gifu
Toki,土岐市,Gifu
Kakamigahara,各務原市,Gifu
Kani,可児市,Gifu
Yamagata,山県市,Gifu
Mizuho,瑞穂市,Gifu
Hida,飛騨市,Gifu
Motosu,本巣市,Gifu
Gujō,郡上市,Gifu
Gero,下呂市,Gifu
Ena,恵那市,Gifu
Kaizu,海津市,Gifu
Maebashi,前橋市,Gunma
Takasaki,高崎市,Gunma
Kiryū,桐生市,Gunma
Isesaki,伊勢崎市,Gunma
Ōta,太田市,Gunma
Numata,沼田市,Gunma
Tatebayashi,館林市,Gunma
Fujioka,藤岡市,Gunma
Shibukawa,渋川市,Gunma
Annaka,安中市,Gunma
Tomioka,富岡市,Gunma
Midori,みどり市,Gunma
Hiroshima,広島市,Hiroshima
Onomichi,尾道市,Hiroshima
Kure,呉市,Hiroshima
Fukuyama,福山市,Hiroshima
Mihara,三原市,Hiroshima
Fuchū,府中市,Hiroshima
Miyoshi,三次市,Hiroshima
Shōbara,庄原市,Hiroshima
Ōtake,大竹市,Hiroshima
Takehara,竹原市,Hiroshima
Higashihiroshima,東広島市,Hiroshima
Hatsukaichi,廿日市市,Hiroshima
Akitakata,安芸高田市,Hiroshima
Etajima,江田島市,Hiroshima
Sapporo,札幌市,Hokkaidō
Hakodate,函館市,Hokkaidō
Otaru,小樽市,Hokkaidō
Asahikawa,旭川市,Hokkaidō
Muroran,室蘭市,Hokkaidō
Obihiro,帯広市,Hokkaidō
Yūbari,夕張市,Hokkaidō
Iwamizawa,岩見沢市,Hokkaidō
Abashiri,網走市,Hokkaidō
Rumoi,留萌市,Hokkaidō
Tomakomai,苫小牧市,Hokkaidō
Wakkanai,稚内市,Hokkaidō
Bibai,美唄市,Hokkaidō
Ashibetsu,芦別市,Hokkaidō
Ebetsu,江別市,Hokkaidō
Akabira,赤平市,Hokkaidō
Monbetsu,紋別市,Hokkaidō
Mikasa,三笠市,Hokkaidō
Nemuro,根室市,Hokkaidō
Chitose,千歳市,Hokkaidō
Takikawa,滝川市,Hokkaidō
Sunagawa,砂川市,Hokkaidō
Utashinai,歌志内市,Hokkaidō
Fukagawa,深川市,Hokkaidō
Furano,富良野市,Hokkaidō
Noboribetsu,登別市,Hokkaidō
Eniwa,恵庭市,Hokkaidō
Date,伊達市,Hokkaidō
Kitahiroshima,北広島市,Hokkaidō
Ishikari,石狩市,Hokkaidō
Shibetsu,士別市,Hokkaidō
Kushiro,釧路市,Hokkaidō
Hokuto,北斗市,Hokkaidō
Kitami,北見市,Hokkaidō
Nayoro,名寄市,Hokkaidō
Kobe,神戸市,Hyōgo
Himeji,姫路市,Hyōgo
Amagasaki,尼崎市,Hyōgo
Akashi,明石市,Hyōgo
Nishinomiya,西宮市,Hyōgo
Ashiya,芦屋市,Hyōgo
Itami,伊丹市,Hyōgo
Aioi,相生市,Hyōgo
Toyooka,豊岡市,Hyōgo
Kakogawa,加古川市,Hyōgo
Akō,赤穂市,Hyōgo
Takarazuka,宝塚市,Hyōgo
Miki,三木市,Hyōgo
Takasago,高砂市,Hyōgo
Kawanishi,川西市,Hyōgo
Ono,小野市,Hyōgo
Sanda,三田市,Hyōgo
Kasai,加西市,Hyōgo
Sasayama,篠山市,Hyōgo
Yabu,養父市,Hyōgo
Tamba,丹波市,Hyōgo
Minamiawaji,南あわじ市,Hyōgo
Asago,朝来市,Hyōgo
Awaji,淡路市,Hyōgo
Shisō,宍粟市,Hyōgo
Nishiwaki,西脇市,Hyōgo
Tatsuno,たつの市,Hyōgo
Sumoto,洲本市,Hyōgo
Katō,加東市,Hyōgo
Mito,水戸市,Ibaraki
Hitachi,日立市,Ibaraki
Tsuchiura,土浦市,Ibaraki
Yūki,結城市,Ibaraki
Ryūgasaki,龍ヶ崎市,Ibaraki
Shimotsuma,下妻市,Ibaraki
Jōsō,常総市,Ibaraki
Hitachiōta,常陸太田市,Ibaraki
Takahagi,高萩市,Ibaraki
Kitaibaraki,北茨城市,Ibaraki
Toride,取手市,Ibaraki
Ushiku,牛久市,Ibaraki
Tsukuba,つくば市,Ibaraki
Hitachinaka,ひたちなか市,Ibaraki
Kashima,鹿嶋市,Ibaraki
Itako,潮来市,Ibaraki
Moriya,守谷市,Ibaraki
Hitachiōmiya,常陸大宮市,Ibaraki
Naka,那珂市,Ibaraki
Bandō,坂東市,Ibaraki
Inashiki,稲敷市,Ibaraki
Chikusei,筑西市,Ibaraki
Kasumigaura,かすみがうら市,Ibaraki
Kamisu,神栖市,Ibaraki
Namegata,行方市,Ibaraki
Koga,古河市,Ibaraki
Ishioka,石岡市,Ibaraki
Sakuragawa,桜川市,Ibaraki
Hokota,鉾田市,Ibaraki
Kasama,笠間市,Ibaraki
Tsukubamirai,つくばみらい市,Ibaraki
Omitama,小美玉市,Ibaraki
Kanazawa,金沢市,Ishikawa
Nonoichi,野々市市,Ishikawa
Nanao,七尾市,Ishikawa
Komatsu,小松市,Ishikawa
Suzu,珠洲市,Ishikawa
Hakui,羽咋市,Ishikawa
Kahoku,かほく市,Ishikawa
Hakusan,白山市,Ishikawa
Nomi,能美市,Ishikawa
Kaga,加賀市,Ishikawa
Wajima,輪島市,Ishikawa
Morioka,盛岡市,Iwate
Kamaishi,釜石市,Iwate
Ōfunato,大船渡市,Iwate
Rikuzentakata,陸前高田市,Iwate
Kitakami,北上市,Iwate
Miyako,宮古市,Iwate
Hachimantai,八幡平市,Iwate
Ichinoseki,一関市,Iwate
Tōno,遠野市,Iwate
Hanamaki,花巻市,Iwate
Ninohe,二戸市,Iwate
Ōshū,奥州市,Iwate
Kuji,久慈市,Iwate
Takizawa,滝沢市,Iwate
Takamatsu,高松市,Kagawa
Marugame,丸亀市,Kagawa
Sakaide,坂出市,Kagawa
Zentsūji,善通寺市,Kagawa
Sanuki,さぬき市,Kagawa
Higashikagawa,東かがわ市,Kagawa
Kan'onji,観音寺市,Kagawa
Mitoyo,三豊市,Kagawa
Kagoshima,鹿児島市,Kagoshima
Kanoya,鹿屋市,Kagoshima
Makurazaki,枕崎市,Kagoshima
Akune,阿久根市,Kagoshima
Izumi,出水市,Kagoshima
Ibusuki,指宿市,Kagoshima
Minamisatsuma,南さつま市,Kagoshima
Nishinoomote,西之表市,Kagoshima
Tarumizu,垂水市,Kagoshima
Satsumasendai,薩摩川内市,Kagoshima
Hioki,日置市,Kagoshima
Soo,曽於市,Kagoshima
Ichikikushikino,いちき串木野市,Kagoshima
Kirishima,霧島市,Kagoshima
Shibushi,志布志市,Kagoshima
Amami,奄美市,Kagoshima
Minamikyūshū,南九州市,Kagoshima
Isa,伊佐市,Kagoshima
Aira,姶良市,Kagoshima
Yokohama,横浜市,Kanagawa
Yokosuka,横須賀市,Kanagawa
Kawasaki,川崎市,Kanagawa
Hiratsuka,平塚市,Kanagawa
Kamakura,鎌倉市,Kanagawa
Fujisawa,藤沢市,Kanagawa
Odawara,小田原市,Kanagawa
Chigasaki,茅ヶ崎市,Kanagawa
Zushi,逗子市,Kanagawa
Sagamihara,相模原市,Kanagawa
Miura,三浦市,Kanagawa
Hadano,秦野市,Kanagawa
Atsugi,厚木市,Kanagawa
Yamato,大和市,Kanagawa
Isehara,伊勢原市,Kanagawa
Ebina,海老名市,Kanagawa
Zama,座間市,Kanagawa
Minamiashigara,南足柄市,Kanagawa
Ayase,綾瀬市,Kanagawa
Kōchi,高知市,Kōchi
Sukumo,宿毛市,Kōchi
Aki,安芸市,Kōchi
Tosashimizu,土佐清水市,Kōchi
Susaki,須崎市,Kōchi
Tosa,土佐市,Kōchi
Muroto,室戸市,Kōchi
Nankoku,南国市,Kōchi
Shimanto,四万十市,Kōchi
Kami,香美市,Kōchi
Kōnan,香南市,Kōchi
Kumamoto,熊本市,Kumamoto
Yatsushiro,八代市,Kumamoto
Hitoyoshi,人吉市,Kumamoto
Arao,荒尾市,Kumamoto
Minamata,水俣市,Kumamoto
Tamana,玉名市,Kumamoto
Yamaga,山鹿市,Kumamoto
Kikuchi,菊池市,Kumamoto
Uto,宇土市,Kumamoto
Kami-Amakusa,上天草市,Kumamoto
Uki,宇城市,Kumamoto
Aso,阿蘇市,Kumamoto
Kōshi,合志市,Kumamoto
Amakusa,天草市,Kumamoto
Kyoto,京都市,Kyoto
Fukuchiyama,福知山市,Kyoto
Maizuru,舞鶴市,Kyoto
Ayabe,綾部市,Kyoto
Uji,宇治市,Kyoto
Miyazu,宮津市,Kyoto
Kameoka,亀岡市,Kyoto
Jōyō,城陽市,Kyoto
Mukō,向日市,Kyoto
Nagaokakyō,長岡京市,Kyoto
Yawata,八幡市,Kyoto
Kyōtanabe,京田辺市,Kyoto
Kyōtango,京丹後市,Kyoto
Nantan,南丹市,Kyoto
Kizugawa,木津川市,Kyoto
Yokkaichi,四日市市,Mie
Matsusaka,松阪市,Mie
Kuwana,桑名市,Mie
Suzuka,鈴鹿市,Mie
Nabari,名張市,Mie
Owase,尾鷲市,Mie
Kameyama,亀山市,Mie
Toba,鳥羽市,Mie
Inabe,いなべ市,Mie
Shima,志摩市,Mie
Iga,伊賀市,Mie
Ise,伊勢市,Mie
Kumano,熊野市,Mie
Tsu,津市,Mie
Sendai,仙台市,Miyagi
Ishinomaki,石巻市,Miyagi
Shiogama,塩竈市,Miyagi
Shiroishi,白石市,Miyagi
Natori,名取市,Miyagi
Kakuda,角田市,Miyagi
Tagajō,多賀城市,Miyagi
Iwanuma,岩沼市,Miyagi
Tome,登米市,Miyagi
Kurihara,栗原市,Miyagi
Higashimatsushima,東松島市,Miyagi
Kesennuma,気仙沼市,Miyagi
Ōsaki,大崎市,Miyagi
Tomiya,富谷市,Miyagi
Miyazaki,宮崎市,Miyazaki
Miyakonojō,都城市,Miyazaki
Nobeoka,延岡市,Miyazaki
Nichinan,日南市,Miyazaki
Kobayashi,小林市,Miyazaki
Hyūga,日向市,Miyazaki
Kushima,串間市,Miyazaki
Saito,西都市,Miyazaki
Ebino,えびの市,Miyazaki
Matsumoto,松本市,Nagano
Okaya,岡谷市,Nagano
Suwa,諏訪市,Nagano
Suzaka,須坂市,Nagano
Komoro,小諸市,Nagano
Komagane,駒ヶ根市,Nagano
Ōmachi,大町市,Nagano
Iiyama,飯山市,Nagano
Iida,飯田市,Nagano
Chino,茅野市,Nagano
Shiojiri,塩尻市,Nagano
Nagano,長野市,Nagano
Chikuma,千曲市,Nagano
Tōmi,東御市,Nagano
Nakano,中野市,Nagano
Saku,佐久市,Nagano
Azumino,安曇野市,Nagano
Ueda,上田市,Nagano
Ina,伊那市,Nagano
Nagasaki,長崎市,Nagasaki
Sasebo,佐世保市,Nagasaki
Shimabara,島原市,Nagasaki
Ōmura,大村市,Nagasaki
Tsushima,対馬市,Nagasaki
Iki,壱岐市,Nagasaki
Gotō,五島市,Nagasaki
Isahaya,諫早市,Nagasaki
Saikai,西海市,Nagasaki
Hirado,平戸市,Nagasaki
Unzen,雲仙市,Nagasaki
Matsuura,松浦市,Nagasaki
Minamishimabara,南島原市,Nagasaki
Nara,奈良市,Nara
Yamatotakada,大和高田市,Nara
Yamatokōriyama,大和郡山市,Nara
Tenri,天理市,Nara
Kashihara,橿原市,Nara
Sakurai,桜井市,Nara
Gojō,五條市,Nara
Gose,御所市,Nara
Ikoma,生駒市,Nara
Kashiba,香芝市,Nara
Katsuragi,葛城市,Nara
Uda,宇陀市,Nara
Niigata,新潟市,Niigata
Nagaoka,長岡市,Niigata
Kashiwazaki,柏崎市,Niigata
Shibata,新発田市,Niigata
Ojiya,小千谷市,Niigata
Kamo,加茂市,Niigata
Mitsuke,見附市,Niigata
Murakami,村上市,Niigata
Myōkō,妙高市,Niigata
Jōetsu,上越市,Niigata
Sado,佐渡市,Niigata
Agano,阿賀野市,Niigata
Uonuma,魚沼市,Niigata
Minami-Uonuma,南魚沼市,Niigata
Itoigawa,糸魚川市,Niigata
Tōkamachi,十日町市,Niigata
Sanjō,三条市,Niigata
Tainai,胎内市,Niigata
Gosen,五泉市,Niigata
Tsubame,燕市,Niigata
Ōita,大分市,Ōita
Beppu,別府市,Ōita
Nakatsu,中津市,Ōita
Hita,日田市,Ōita
Saiki,佐伯市,Ōita
Usuki,臼杵市,Ōita
Tsukumi,津久見市,Ōita
Taketa,竹田市,Ōita
Bungotakada,豊後高田市,Ōita
Usa,宇佐市,Ōita
Bungo-ōno,豊後大野市,Ōita
Kitsuki,杵築市,Ōita
Yufu,由布市,Ōita
Kunisaki,国東市,Ōita
Okayama,岡山市,Okayama
Kurashiki,倉敷市,Okayama
Tsuyama,津山市,Okayama
Tamano,玉野市,Okayama
Kasaoka,笠岡市,Okayama
Ibara,井原市,Okayama
Sōja,総社市,Okayama
Takahashi,高梁市,Okayama
Niimi,新見市,Okayama
Bizen,備前市,Okayama
Setouchi,瀬戸内市,Okayama
Akaiwa,赤磐市,Okayama
Maniwa,真庭市,Okayama
Mimasaka,美作市,Okayama
Asakuchi,浅口市,Okayama
Naha,那覇市,Okinawa
Ishigaki,石垣市,Okinawa
Ginowan,宜野湾市,Okinawa
Urasoe,浦添市,Okinawa
Nago,名護市,Okinawa
Itoman,糸満市,Okinawa
Okinawa,沖縄市,Okinawa
Tomigusuku,豊見城市,Okinawa
Uruma,うるま市,Okinawa
Miyakojima,宮古島市,Okinawa
Nanjō,南城市,Okinawa
Osaka,大阪市,Osaka
Sakai,堺市,Osaka
Kishiwada,岸和田市,Osaka
Toyonaka,豊中市,Osaka
Ikeda,池田市,Osaka
Suita,吹田市,Osaka
Izumiōtsu,泉大津市,Osaka
Takatsuki,高槻市,Osaka
Kaizuka,貝塚市,Osaka
Moriguchi,守口市,Osaka
Hirakata,枚方市,Osaka
Ibaraki,茨木市,Osaka
Yao,八尾市,Osaka
Izumisano,泉佐野市,Osaka
Tondabayashi,富田林市,Osaka
Neyagawa,寝屋川市,Osaka
Kawachinagano,河内長野市,Osaka
Matsubara,松原市,Osaka
Daitō,大東市,Osaka
Izumi,和泉市,Osaka
Minoh,箕面市,Osaka
Kashiwara,柏原市,Osaka
Habikino,羽曳野市,Osaka
Kadoma,門真市,Osaka
Settsu,摂津市,Osaka
Takaishi,高石市,Osaka
Fujiidera,藤井寺市,Osaka
Higashiōsaka,東大阪市,Osaka
Sennan,泉南市,Osaka
Shijōnawate,四條畷市,Osaka
Katano,交野市,Osaka
Ōsakasayama,大阪狭山市,Osaka
Hannan,阪南市,Osaka
Tosu,鳥栖市,Saga
Imari,伊万里市,Saga
Kashima,鹿島市,Saga
Taku,多久市,Saga
Karatsu,唐津市,Saga
Ogi,小城市,Saga
Saga,佐賀市,Saga
Ureshino,嬉野市,Saga
Takeo,武雄市,Saga
Kanzaki,神埼市,Saga
Kawagoe,川越市,Saitama
Kawaguchi,川口市,Saitama
Gyōda,行田市,Saitama
Chichibu,秩父市,Saitama
Tokorozawa,所沢市,Saitama
Hannō,飯能市,Saitama
Kazo,加須市,Saitama
Higashimatsuyama,東松山市,Saitama
Sayama,狭山市,Saitama
Hanyū,羽生市,Saitama
Kōnosu,鴻巣市,Saitama
Ageo,上尾市,Saitama
Sōka,草加市,Saitama
Koshigaya,越谷市,Saitama
Warabi,蕨市,Saitama
Toda,戸田市,Saitama
Iruma,入間市,Saitama
Asaka,朝霞市,Saitama
Shiki,志木市,Saitama
Wakō,和光市,Saitama
Niiza,新座市,Saitama
Okegawa,桶川市,Saitama
Kuki,久喜市,Saitama
Kitamoto,北本市,Saitama
Yashio,八潮市,Saitama
Fujimi,富士見市,Saitama
Misato,三郷市,Saitama
Hasuda,蓮田市,Saitama
Sakado,坂戸市,Saitama
Satte,幸手市,Saitama
Tsurugashima,鶴ヶ島市,Saitama
Hidaka,日高市,Saitama
Yoshikawa,吉川市,Saitama
Saitama,さいたま市,Saitama
Kumagaya,熊谷市,Saitama
Kasukabe,春日部市,Saitama
Fujimino,ふじみ野市,Saitama
Fukaya,深谷市,Saitama
Honjō,本庄市,Saitama
Shiraoka,白岡市,Saitama
Ōtsu,大津市,Shiga
Hikone,彦根市,Shiga
Kusatsu,草津市,Shiga
Moriyama,守山市,Shiga
Rittō,栗東市,Shiga
Kōka,甲賀市,Shiga
Yasu,野洲市,Shiga
Konan,湖南市,Shiga
Takashima,高島市,Shiga
Higashiōmi,東近江市,Shiga
Maibara,米原市,Shiga
Nagahama,長浜市,Shiga
Ōmihachiman,近江八幡市,Shiga
Matsue,松江市,Shimane
Izumo,出雲市,Shimane
Masuda,益田市,Shimane
Yasugi,安来市,Shimane
Gōtsu,江津市,Shimane
Unnan,雲南市,Shimane
Hamada,浜田市,Shimane
Ōda,大田市,Shimane
Shizuoka,静岡市,Shizuoka
Hamamatsu,浜松市,Shizuoka
Numazu,沼津市,Shizuoka
Atami,熱海市,Shizuoka
Mishima,三島市,Shizuoka
Fujinomiya,富士宮市,Shizuoka
Itō,伊東市,Shizuoka
Shimada,島田市,Shizuoka
Iwata,磐田市,Shizuoka
Yaizu,焼津市,Shizuoka
Kakegawa,掛川市,Shizuoka
Fujieda,藤枝市,Shizuoka
Gotenba,御殿場市,Shizuoka
Fukuroi,袋井市,Shizuoka
Fuji,富士市,Shizuoka
Shimoda,下田市,Shizuoka
Susono,裾野市,Shizuoka
Kosai,湖西市,Shizuoka
Izu,伊豆市,Shizuoka
Omaezaki,御前崎市,Shizuoka
Kikugawa,菊川市,Shizuoka
Izunokuni,伊豆の国市,Shizuoka
Makinohara,牧之原市,Shizuoka
Utsunomiya,宇都宮市,Tochigi
Ashikaga,足利市,Tochigi
Tochigi,栃木市,Tochigi
Kanuma,鹿沼市,Tochigi
Oyama,小山市,Tochigi
Mooka,真岡市,Tochigi
Ōtawara,大田原市,Tochigi
Yaita,矢板市,Tochigi
Nasushiobara,那須塩原市,Tochigi
Sano,佐野市,Tochigi
Sakura,さくら市,Tochigi
Nasukarasuyama,那須烏山市,Tochigi
Shimotsuke,下野市,Tochigi
Nikkō,日光市,Tochigi
Tokushima,徳島市,Tokushima
Naruto,鳴門市,Tokushima
Komatsushima,小松島市,Tokushima
Anan,阿南市,Tokushima
Yoshinogawa,吉野川市,Tokushima
Mima,美馬市,Tokushima
Awa,阿波市,Tokushima
Miyoshi,三好市,Tokushima
Hachiōji,八王子市,Tokyo
Tachikawa,立川市,Tokyo
Musashino,武蔵野市,Tokyo
Mitaka,三鷹市,Tokyo
Ōme,青梅市,Tokyo
Fuchū,府中市,Tokyo
Akishima,昭島市,Tokyo
Chōfu,調布市,Tokyo
Machida,町田市,Tokyo
Koganei,小金井市,Tokyo
Kodaira,小平市,Tokyo
Hino,日野市,Tokyo
Higashimurayama,東村山市,Tokyo
Kokubunji,国分寺市,Tokyo
Kunitachi,国立市,Tokyo
Fussa,福生市,Tokyo
Komae,狛江市,Tokyo
Higashiyamato,東大和市,Tokyo
Kiyose,清瀬市,Tokyo
Higashikurume,東久留米市,Tokyo
Musashimurayama,武蔵村山市,Tokyo
Tama,多摩市,Tokyo
Inagi,稲城市,Tokyo
Hamura,羽村市,Tokyo
Akiruno,あきる野市,Tokyo
Nishitōkyō,西東京市,Tokyo
Special wards of Tokyo,東京特別区部,Tokyo
Adachi,足立区,Tokyo
Arakawa,荒川区,Tokyo
Bunkyō,文京区,Tokyo
Chiyoda,千代田区,Tokyo
Chūō,中央区,Tokyo
Edogawa,江戸川区,Tokyo
Itabashi,板橋区,Tokyo
Katsushika,葛飾区,Tokyo
Kita,北区,Tokyo
Kōtō,江東区,Tokyo
Meguro,目黒区,Tokyo
Minato,港区,Tokyo
Nakano,中野区,Tokyo
Nerima,練馬区,Tokyo
Ōta,大田区,Tokyo
Setagaya,世田谷区,Tokyo
Shibuya,渋谷区,Tokyo
Shinagawa,品川区,Tokyo
Shinjuku,新宿区,Tokyo
Suginami,杉並区,Tokyo
Sumida,墨田区,Tokyo
Taitō,台東区,Tokyo
Toshima,豊島区,Tokyo
Tottori,鳥取市,Tottori
Yonago,米子市,Tottori
Kurayoshi,倉吉市,Tottori
Sakaiminato,境港市,Tottori
Toyama,富山市,Toyama
Uozu,魚津市,Toyama
Himi,氷見市,Toyama
Namerikawa,滑川市,Toyama
Tonami,砺波市,Toyama
Oyabe,小矢部市,Toyama
Nanto,南砺市,Toyama
Takaoka,高岡市,Toyama
Imizu,射水市,Toyama
Kurobe,黒部市,Toyama
Wakayama,和歌山市,Wakayama
Kainan,海南市,Wakayama
Tanabe,田辺市,Wakayama
Gobō,御坊市,Wakayama
Arida,有田市,Wakayama
Shingū,新宮市,Wakayama
Kinokawa,紀の川市,Wakayama
Hashimoto,橋本市,Wakayama
Iwade,岩出市,Wakayama
Yamagata,山形市,Yamagata
Yonezawa,米沢市,Yamagata
Shinjō,新庄市,Yamagata
Sagae,寒河江市,Yamagata
Kaminoyama,上山市,Yamagata
Murayama,村山市,Yamagata
Nagai,長井市,Yamagata
Tendō,天童市,Yamagata
Higashine,東根市,Yamagata
Obanazawa,尾花沢市,Yamagata
Nan'yō,南陽市,Yamagata
Tsuruoka,鶴岡市,Yamagata
Sakata,酒田市,Yamagata
Ube,宇部市,Yamaguchi
Hōfu,防府市,Yamaguchi
Kudamatsu,下松市,Yamaguchi
Shūnan,周南市,Yamaguchi
Hikari,光市,Yamaguchi
Shimonoseki,下関市,Yamaguchi
Yanai,柳井市,Yamaguchi
Hagi,萩市,Yamaguchi
Nagato,長門市,Yamaguchi
San'yō-Onoda,山陽小野田市,Yamaguchi
Yamaguchi,山口市,Yamaguchi
Iwakuni,岩国市,Yamaguchi
Mine,美祢市,Yamaguchi
Kōfu,甲府市,Yamanashi
Fujiyoshida,富士吉田市,Yamanashi
Tsuru,都留市,Yamanashi
Ōtsuki,大月市,Yamanashi
Nirasaki,韮崎市,Yamanashi
Minami-Alps,南アルプス市,Yamanashi
Kai,甲斐市,Yamanashi
Fuefuki,笛吹市,Yamanashi
Hokuto,北杜市,Yamanashi
Uenohara,上野原市,Yamanashi
Yamanashi,山梨市,Yamanashi
Kōshū,甲州市,Yamanashi
Chūō,中央市,Yamanashi
